dataset,size_in_MB,eval_time,AUC_ROC,Precision,Recall,F1
093_WSD_id_65_WebService_tr_1125_1st_1225,0.15968,6.17 s,0.6136,0.0682,0.153,0.0943
060_WSD_id_32_WebService_tr_4576_1st_4766,0.159714,6.17 s,0.5651,0.0284,0.1182,0.0459
042_WSD_id_14_WebService_tr_3015_1st_3115,0.15979,6.44 s,0.6055,0.0585,0.1998,0.0906
127_WSD_id_99_WebService_tr_1164_1st_1264,0.159871,6.14 s,0.5242,0.0406,0.1438,0.0633
055_WSD_id_27_WebService_tr_3768_1st_3868,0.15999,6.20 s,0.4724,0.025,0.0971,0.0397
114_WSD_id_86_WebService_tr_500_1st_403,0.160112,6.12 s,0.4756,0.0141,0.0767,0.0238
054_WSD_id_26_WebService_tr_2409_1st_2509,0.160257,6.21 s,0.4308,0.0175,0.1195,0.0306
108_WSD_id_80_WebService_tr_2368_1st_2468,0.16029,6.13 s,0.5227,0.0392,0.0891,0.0544
046_WSD_id_18_WebService_tr_2357_1st_2457,0.160374,6.13 s,0.5012,0.0342,0.1193,0.0532
113_WSD_id_85_WebService_tr_500_1st_335,0.160642,6.04 s,0.4604,0.0269,0.1106,0.0433
123_WSD_id_95_WebService_tr_4559_1st_4901,0.160716,6.16 s,0.5351,0.0152,0.1659,0.0278
130_WSD_id_102_WebService_tr_2362_1st_2462,0.161962,6.10 s,0.6226,0.3619,0.1754,0.2363
122_WSD_id_94_WebService_tr_4559_1st_8618,0.162137,6.09 s,0.3977,0.0053,0.0356,0.0092
100_WSD_id_72_WebService_tr_4559_1st_10254,0.162199,6.06 s,0.946,0.8997,0.1121,0.1993
105_WSD_id_77_WebService_tr_2348_1st_2448,0.162332,6.24 s,0.5393,0.031,0.1307,0.0501
109_WSD_id_81_WebService_tr_3175_1st_3275,0.162452,6.04 s,0.9535,1.0,0.4112,0.5827
112_WSD_id_84_WebService_tr_2442_1st_2542,0.162498,6.15 s,0.5116,0.0263,0.174,0.0457
078_WSD_id_50_WebService_tr_2449_1st_2549,0.162622,6.14 s,0.4398,0.0302,0.1633,0.051
118_WSD_id_90_WebService_tr_4559_1st_6317,0.162734,6.10 s,0.7027,0.0026,0.366,0.0052
063_WSD_id_35_WebService_tr_2290_1st_2390,0.162961,6.12 s,0.4743,0.0077,0.0452,0.0132
098_WSD_id_70_WebService_tr_3575_1st_3675,0.163003,6.07 s,0.6367,0.0075,0.3326,0.0146
101_WSD_id_73_WebService_tr_1513_1st_1613,0.163127,6.60 s,0.7317,0.0324,0.1939,0.0555
053_WSD_id_25_WebService_tr_4559_1st_9198,0.16357,6.59 s,0.7045,0.0023,0.0766,0.0045
103_WSD_id_75_WebService_tr_1375_1st_1475,0.163636,6.74 s,0.6667,0.0273,0.1026,0.0432
088_WSD_id_60_WebService_tr_4548_1st_5596,0.163743,6.52 s,0.5435,0.0195,0.1306,0.0339
069_WSD_id_41_WebService_tr_4548_1st_13988,0.163756,6.61 s,0.5406,0.0074,0.2297,0.0143
068_WSD_id_40_WebService_tr_4549_1st_13322,0.163846,6.54 s,0.5694,0.0075,0.1166,0.014
035_WSD_id_7_WebService_tr_4555_1st_11911,0.164057,6.53 s,0.5211,0.0147,0.2158,0.0274
121_WSD_id_93_WebService_tr_4559_1st_11749,0.164122,6.62 s,0.4446,0.0153,0.1445,0.0277
099_WSD_id_71_WebService_tr_4559_1st_14411,0.164127,6.17 s,0.4549,0.0104,0.1114,0.0191
029_WSD_id_1_WebService_tr_4559_1st_10201,0.164129,6.10 s,0.559,0.0066,0.1134,0.0124
137_WSD_id_109_WebService_tr_4559_1st_14404,0.164129,6.11 s,0.4085,0.0113,0.0802,0.0198
064_WSD_id_36_WebService_tr_4559_1st_10195,0.164132,6.15 s,0.637,0.0053,0.0884,0.0099
048_WSD_id_20_WebService_tr_4559_1st_11813,0.164134,6.67 s,0.4966,0.0135,0.1051,0.0239
050_WSD_id_22_WebService_tr_4559_1st_12816,0.164186,6.58 s,0.4037,0.0049,0.0875,0.0092
067_WSD_id_39_WebService_tr_4559_1st_13973,0.164227,6.57 s,0.4491,0.0126,0.1131,0.0226
119_WSD_id_91_WebService_tr_4559_1st_12353,0.164252,6.61 s,0.3659,0.007,0.0833,0.0129
087_WSD_id_59_WebService_tr_4559_1st_12600,0.164298,6.65 s,0.6159,0.0022,0.0833,0.0044
033_WSD_id_5_WebService_tr_4559_1st_12588,0.164327,6.62 s,0.5486,0.0033,0.1072,0.0064
061_WSD_id_33_WebService_tr_4559_1st_9722,0.164362,6.50 s,0.5338,0.0142,0.1829,0.0264
040_WSD_id_12_WebService_tr_4559_1st_9714,0.164372,6.36 s,0.446,0.0124,0.1283,0.0226
107_WSD_id_79_WebService_tr_1095_1st_1195,0.164448,6.39 s,0.6686,0.0782,0.111,0.0918
106_WSD_id_78_WebService_tr_3363_1st_3463,0.164486,6.41 s,0.799,0.1973,0.3347,0.2483
059_WSD_id_31_WebService_tr_4559_1st_9058,0.164509,6.36 s,0.4819,0.0063,0.1046,0.0119
415_UCR_id_113_Medical_tr_3000_1st_8612,0.165011,4.50 s,0.5166,0.0205,0.0733,0.032
527_UCR_id_225_Medical_tr_3000_1st_5948,0.165017,4.54 s,0.6844,0.0044,0.0369,0.0078
305_UCR_id_3_Medical_tr_3000_1st_5948,0.165073,4.50 s,0.6382,0.0036,0.0265,0.0063
419_UCR_id_117_Facility_tr_3000_1st_6168,0.165081,4.54 s,0.4403,0.0,0.0,0.0
521_UCR_id_219_Facility_tr_3000_1st_6527,0.165117,4.41 s,0.5254,0.0246,0.0649,0.0356
451_UCR_id_149_Medical_tr_3000_1st_7175,0.165125,4.49 s,0.4658,0.0085,0.0113,0.0097
131_WSD_id_103_WebService_tr_4573_1st_7021,0.165554,6.65 s,0.7619,0.005,0.1637,0.0097
138_WSD_id_110_WebService_tr_4584_1st_6039,0.166159,6.89 s,0.5502,0.0046,0.1529,0.009
065_WSD_id_37_WebService_tr_3451_1st_3551,0.166504,6.75 s,0.7788,0.1176,0.2198,0.1532
037_WSD_id_9_WebService_tr_4583_1st_6214,0.167225,6.74 s,0.5119,0.0077,0.0714,0.014
544_SMAP_id_14_Sensor_tr_1978_1st_4450,0.169475,2.98 s,0.4256,0.0094,0.0072,0.0081
543_SMAP_id_13_Sensor_tr_2020_1st_4550,0.172014,2.97 s,0.6559,0.0162,0.0209,0.0182
868_OPPORTUNITY_id_27_HumanActivity_tr_2085_1st_2185,0.175519,8.13 s,0.5646,0.1162,0.0682,0.086
540_SMAP_id_10_Sensor_tr_2051_1st_4575,0.176036,2.94 s,0.5141,0.032,0.0212,0.0255
023_NAB_id_23_Facility_tr_4512_1st_16551,0.177096,6.56 s,0.6457,0.0519,0.0238,0.0326
533_SMAP_id_3_Sensor_tr_2052_1st_5300,0.177576,2.94 s,0.9768,0.9754,0.2041,0.3375
532_SMAP_id_2_Sensor_tr_2075_1st_5550,0.177878,2.94 s,0.6914,0.841,0.2054,0.3302
865_OPPORTUNITY_id_24_HumanActivity_tr_2085_1st_2185,0.178121,8.07 s,0.6782,0.25,0.1288,0.17
549_SMAP_id_19_Sensor_tr_1998_1st_2098,0.178278,3.05 s,0.7398,1.0,0.0108,0.0214
548_SMAP_id_18_Sensor_tr_2094_1st_5600,0.179152,2.99 s,0.668,0.0998,0.2219,0.1376
546_SMAP_id_16_Sensor_tr_2117_1st_4770,0.180827,2.99 s,0.3708,0.012,0.0152,0.0134
536_SMAP_id_6_Sensor_tr_2160_1st_5600,0.183067,3.06 s,0.9697,0.3317,0.4737,0.3902
261_IOPS_id_2_WebService_tr_2178_1st_2278,0.183495,3.08 s,0.5771,0.0114,0.2997,0.022
275_IOPS_id_16_WebService_tr_1482_1st_1582,0.183536,3.11 s,0.7576,0.0022,0.0055,0.0031
547_SMAP_id_17_Sensor_tr_2133_1st_5400,0.185927,3.06 s,0.7462,0.8043,0.2159,0.3404
155_Stock_id_7_Finance_tr_500_1st_18,0.187936,7.31 s,0.9982,0.9962,0.4834,0.6509
154_Stock_id_6_Finance_tr_500_1st_38,0.187951,7.29 s,0.9945,0.9973,0.5,0.666
149_Stock_id_1_Finance_tr_500_1st_7,0.187965,7.29 s,0.9927,0.9974,0.5178,0.6817
158_Stock_id_10_Finance_tr_500_1st_2,0.187999,7.31 s,0.9979,0.9964,0.4816,0.6494
160_Stock_id_12_Finance_tr_500_1st_14,0.188016,7.28 s,0.9977,0.9969,0.5183,0.682
846_OPPORTUNITY_id_5_HumanActivity_tr_2085_1st_2185,0.191077,8.11 s,0.6198,0.2517,0.1477,0.1862
866_OPPORTUNITY_id_25_HumanActivity_tr_6213_1st_7311,0.197346,9.11 s,0.3734,0.0487,0.0301,0.0372
198_SMD_id_21_Facility_tr_5925_1st_17580,0.198852,8.64 s,0.9766,0.9988,0.2091,0.3458
861_OPPORTUNITY_id_20_HumanActivity_tr_2085_1st_2185,0.199693,8.07 s,0.7238,0.391,0.204,0.2682
208_SMD_id_31_Facility_tr_5000_1st_15144,0.201229,7.24 s,0.835,0.7852,0.1762,0.2878
511_UCR_id_209_Medical_tr_7500_1st_11800,0.202137,10.28 s,0.6111,0.0217,0.0633,0.0323
482_UCR_id_180_Medical_tr_7500_1st_16000,0.202183,11.11 s,0.5333,0.0037,0.0357,0.0066
851_OPPORTUNITY_id_10_HumanActivity_tr_6213_1st_7311,0.202751,9.15 s,0.2129,0.0,0.0,0.0
363_UCR_id_61_Medical_tr_7500_1st_16000,0.206167,10.73 s,0.3973,0.0,0.0002,0.0
342_UCR_id_40_Medical_tr_7500_1st_17000,0.206171,10.43 s,0.3874,0.0,0.0,0.0
372_UCR_id_70_Medical_tr_7500_1st_17000,0.20622,10.29 s,0.4016,0.0,0.0,0.0
477_UCR_id_175_Medical_tr_7500_1st_17000,0.206256,10.88 s,0.5706,0.0057,0.0434,0.01
412_UCR_id_110_Medical_tr_7500_1st_16900,0.206304,10.50 s,0.5212,0.0054,0.021,0.0085
164_Stock_id_16_Finance_tr_500_1st_8,0.208645,6.96 s,0.9805,1.0,0.3217,0.4868
165_Stock_id_17_Finance_tr_500_1st_7,0.208826,7.35 s,0.9529,0.9997,0.3082,0.4712
159_Stock_id_11_Finance_tr_500_1st_5,0.208831,7.42 s,0.9857,0.9995,0.3147,0.4787
166_Stock_id_18_Finance_tr_500_1st_18,0.208847,7.37 s,0.994,0.9997,0.3262,0.4919
152_Stock_id_4_Finance_tr_500_1st_2,0.208981,7.30 s,0.9865,0.9997,0.3257,0.4913
062_WSD_id_34_WebService_tr_3371_1st_3471,0.20903,6.65 s,0.906,0.9994,0.5647,0.7216
204_SMD_id_27_Facility_tr_5000_1st_15144,0.212423,7.32 s,0.7953,0.579,0.1399,0.2254
185_SMD_id_8_Facility_tr_5000_1st_15144,0.215422,7.29 s,0.8285,0.751,0.1703,0.2777
126_WSD_id_98_WebService_tr_657_1st_757,0.216365,6.79 s,0.8497,0.6722,0.4094,0.5089
074_WSD_id_46_WebService_tr_990_1st_1090,0.217145,6.61 s,0.8717,0.9358,0.436,0.5948
076_WSD_id_48_WebService_tr_3821_1st_7083,0.21724,5.56 s,0.911,0.9273,0.3333,0.4904
197_SMD_id_20_Facility_tr_5000_1st_15144,0.2175,7.26 s,0.8327,0.8362,0.1851,0.3031
181_SMD_id_4_Facility_tr_5000_1st_15144,0.217705,6.72 s,0.8198,0.6941,0.1689,0.2717
187_SMD_id_10_Facility_tr_5000_1st_15849,0.217838,7.30 s,0.8244,0.6932,0.1158,0.1985
234_SED_id_1_Medical_tr_3740_1st_3840,0.218893,6.70 s,0.258,0.0,0.0,0.0
402_UCR_id_100_Medical_tr_7500_1st_19510,0.222002,11.01 s,0.5475,0.0019,0.0105,0.0032
849_OPPORTUNITY_id_8_HumanActivity_tr_1100_1st_1200,0.223771,9.24 s,0.841,0.5044,0.339,0.4055
058_WSD_id_30_WebService_tr_1136_1st_1236,0.225987,6.60 s,0.8868,0.0163,0.6366,0.0319
842_OPPORTUNITY_id_1_HumanActivity_tr_7295_1st_27516,0.227985,10.78 s,0.741,0.1026,0.1961,0.1347
845_OPPORTUNITY_id_4_HumanActivity_tr_7295_1st_27516,0.231287,10.80 s,0.9409,0.3025,0.4346,0.3567
117_WSD_id_89_WebService_tr_3251_1st_3351,0.237229,5.90 s,0.7322,0.0029,0.3377,0.0058
501_UCR_id_199_Facility_tr_7482_1st_29480,0.23922,10.94 s,0.4465,0.0,0.0,0.0
330_UCR_id_28_Facility_tr_7482_1st_23405,0.239427,11.10 s,0.4025,0.0006,0.0046,0.001
517_UCR_id_215_Facility_tr_7482_1st_24005,0.239433,11.14 s,0.4876,0.0019,0.0114,0.0032
500_UCR_id_198_Facility_tr_7482_1st_23357,0.239798,11.07 s,0.3917,0.0,0.0,0.0
354_UCR_id_52_Facility_tr_7482_1st_18485,0.240162,11.04 s,0.2639,0.0003,0.0005,0.0003
333_UCR_id_31_Facility_tr_7500_1st_13400,0.240736,11.05 s,0.4122,0.0077,0.0111,0.0091
079_WSD_id_51_WebService_tr_4559_1st_10672,0.242329,6.76 s,0.7776,0.0353,0.4323,0.0652
191_SMD_id_14_Facility_tr_4596_1st_4696,0.247123,8.46 s,0.8151,0.2661,0.4057,0.3214
086_WSD_id_58_WebService_tr_4436_1st_9529,0.251224,6.01 s,0.8565,1.0,0.2087,0.3453
192_SMD_id_15_Facility_tr_5925_1st_17580,0.255089,8.76 s,0.9267,0.7788,0.6004,0.6781
178_SMD_id_1_Facility_tr_6000_1st_10609,0.255746,8.17 s,0.561,0.0353,0.0504,0.0415
268_IOPS_id_9_WebService_tr_6216_1st_6316,0.257655,9.94 s,0.6395,0.2148,0.0513,0.0829
215_SMD_id_38_Facility_tr_5925_1st_17580,0.257973,8.01 s,0.9344,0.6937,0.4977,0.5796
189_SMD_id_12_Facility_tr_5925_1st_17580,0.258001,8.06 s,0.8478,1.0,0.1716,0.293
213_SMD_id_36_Facility_tr_5925_1st_17580,0.25802,8.05 s,0.9737,0.4963,0.4074,0.4475
205_SMD_id_28_Facility_tr_5925_1st_17580,0.258062,8.70 s,0.7871,0.0926,0.2646,0.1372
183_SMD_id_6_Facility_tr_5925_1st_17580,0.258082,8.66 s,0.8118,0.0997,0.2861,0.1479
186_SMD_id_9_Facility_tr_5925_1st_17580,0.258096,8.66 s,0.8843,0.9639,0.5189,0.6747
179_SMD_id_2_Facility_tr_5925_1st_17580,0.258097,8.68 s,0.7859,0.0683,0.2266,0.1049
195_SMD_id_18_Facility_tr_5925_1st_17580,0.258101,8.62 s,0.7752,0.1074,0.2672,0.1532
193_SMD_id_16_Facility_tr_5925_1st_17580,0.258115,8.71 s,0.676,0.025,0.0912,0.0392
214_SMD_id_37_Facility_tr_5925_1st_17580,0.258125,8.61 s,0.7602,0.0553,0.1926,0.086
212_SMD_id_35_Facility_tr_5925_1st_17580,0.258128,8.60 s,0.8304,0.9521,0.292,0.4469
210_SMD_id_33_Facility_tr_5925_1st_17580,0.258137,8.01 s,0.804,0.125,0.3174,0.1794
211_SMD_id_34_Facility_tr_5925_1st_17580,0.258139,8.00 s,0.9663,1.0,0.3177,0.4822
199_SMD_id_22_Facility_tr_5925_1st_17580,0.258187,7.98 s,0.8271,0.2907,0.324,0.3064
209_SMD_id_32_Facility_tr_5925_1st_17580,0.258454,8.15 s,0.9047,0.7989,0.4794,0.5992
838_Exathlon_id_29_Facility_tr_10766_1st_12590,0.25853,14.68 s,0.6568,0.3989,0.0164,0.0314
827_Exathlon_id_18_Facility_tr_10766_1st_12590,0.25853,14.83 s,0.7948,0.9461,0.1382,0.2411
822_Exathlon_id_13_Facility_tr_10766_1st_12590,0.25853,14.70 s,0.6476,0.4155,0.0179,0.0344
840_Exathlon_id_31_Facility_tr_10766_1st_12590,0.25853,14.80 s,0.78,0.8864,0.1479,0.2535
817_Exathlon_id_8_Facility_tr_10766_1st_12590,0.25853,14.65 s,0.6622,0.4093,0.0176,0.0338
824_Exathlon_id_15_Facility_tr_10766_1st_12590,0.25853,14.71 s,0.7825,0.8888,0.1352,0.2346
825_Exathlon_id_16_Facility_tr_10766_1st_12590,0.260437,14.72 s,0.8567,0.9725,0.0717,0.1336
811_Exathlon_id_2_Facility_tr_10766_1st_12590,0.260437,14.72 s,0.8458,0.953,0.0878,0.1607
814_Exathlon_id_5_Facility_tr_10766_1st_12590,0.260437,14.73 s,0.8824,0.9755,0.0756,0.1403
095_WSD_id_67_WebService_tr_2182_1st_2282,0.260688,6.12 s,0.8936,1.0,0.2025,0.3368
045_WSD_id_17_WebService_tr_2566_1st_2666,0.261371,6.06 s,0.8766,1.0,0.3333,0.5
833_Exathlon_id_24_Facility_tr_10766_1st_12590,0.261534,14.68 s,0.9613,0.9974,0.1452,0.2535
815_Exathlon_id_6_Facility_tr_10766_1st_12590,0.261534,14.84 s,0.9506,0.9976,0.136,0.2393
812_Exathlon_id_3_Facility_tr_10766_1st_12590,0.261534,14.70 s,0.959,0.9975,0.1347,0.2373
836_Exathlon_id_27_Facility_tr_10766_1st_12590,0.261534,14.74 s,0.969,0.9974,0.1422,0.2488
819_Exathlon_id_10_Facility_tr_10766_1st_12590,0.263885,14.73 s,0.8915,0.7612,0.0728,0.1329
043_WSD_id_15_WebService_tr_4521_1st_6828,0.26405,6.13 s,0.595,0.0048,0.3192,0.0095
129_WSD_id_101_WebService_tr_4448_1st_9592,0.269262,5.95 s,0.8489,0.9915,0.227,0.3694
206_SMD_id_29_Facility_tr_6250_1st_21230,0.272165,8.47 s,0.5659,0.0098,0.0834,0.0176
202_SMD_id_25_Facility_tr_6250_1st_21230,0.272226,8.45 s,0.534,0.0098,0.0893,0.0177
520_UCR_id_218_Medical_tr_9567_1st_16000,0.274383,12.94 s,0.3824,0.0,0.0,0.0
378_UCR_id_76_Medical_tr_9594_1st_11111,0.275059,13.03 s,0.4809,0.0,0.0,0.0
447_UCR_id_145_Medical_tr_9625_1st_12240,0.275297,13.07 s,0.5107,0.0006,0.0052,0.0011
518_UCR_id_216_Medical_tr_9625_1st_20950,0.27534,14.11 s,0.6941,0.029,0.1091,0.0459
057_WSD_id_29_WebService_tr_2229_1st_2329,0.277449,6.60 s,0.7656,1.0,0.07,0.1309
260_IOPS_id_1_WebService_tr_5000_1st_11804,0.283496,7.18 s,0.8515,1.0,0.1676,0.2871
036_WSD_id_8_WebService_tr_4504_1st_6898,0.28435,6.50 s,0.6002,0.0054,0.3322,0.0107
110_WSD_id_82_WebService_tr_500_1st_375,0.285578,6.60 s,0.773,0.9895,0.0556,0.1054
338_UCR_id_36_Facility_tr_9000_1st_12400,0.286642,13.16 s,0.426,0.0046,0.0076,0.0057
083_WSD_id_55_WebService_tr_4599_1st_4863,0.288813,6.21 s,0.9559,0.5766,0.2723,0.3699
319_UCR_id_17_Environment_tr_6166_1st_19280,0.293263,8.99 s,0.6208,0.0321,0.121,0.0507
445_UCR_id_143_Environment_tr_6166_1st_19280,0.293301,9.22 s,0.62,0.0284,0.0978,0.0441
467_UCR_id_165_Environment_tr_6166_1st_19280,0.293316,9.03 s,0.5788,0.0259,0.0901,0.0402
184_SMD_id_7_Facility_tr_7119_1st_15849,0.296015,10.47 s,0.7092,0.8905,0.0182,0.0357
443_UCR_id_141_Medical_tr_7456_1st_17390,0.296805,10.95 s,0.6248,0.0038,0.0279,0.0067
460_UCR_id_158_Medical_tr_7487_1st_27862,0.296971,10.94 s,0.4387,0.002,0.0232,0.0037
502_UCR_id_200_Medical_tr_7487_1st_16390,0.29706,10.97 s,0.7078,0.0066,0.1803,0.0127
376_UCR_id_74_Medical_tr_7500_1st_17210,0.297482,11.00 s,0.723,0.0188,0.2977,0.0354
351_UCR_id_49_Medical_tr_7464_1st_12190,0.297509,10.14 s,0.3202,0.0,0.0,0.0
302_Power_id_1_Facility_tr_7685_1st_7785,0.299032,11.93 s,0.4255,0.1083,0.0287,0.0454
395_UCR_id_93_Medical_tr_7516_1st_17390,0.299266,10.17 s,0.4784,0.0017,0.012,0.0029
452_UCR_id_150_Facility_tr_10000_1st_35774,0.305612,14.66 s,0.6564,0.0201,0.168,0.0359
471_UCR_id_169_Facility_tr_10000_1st_35774,0.307147,14.69 s,0.4913,0.002,0.0238,0.0036
207_SMD_id_30_Facility_tr_7174_1st_21230,0.310359,10.50 s,0.7074,0.1146,0.259,0.1589
835_Exathlon_id_26_Facility_tr_10766_1st_12590,0.310912,15.82 s,0.6029,0.2728,0.0224,0.0414
203_SMD_id_26_Facility_tr_7174_1st_21230,0.312039,10.55 s,0.6417,0.4531,0.2244,0.3002
200_SMD_id_23_Facility_tr_7174_1st_21230,0.312366,9.73 s,0.6475,0.5743,0.2223,0.3206
201_SMD_id_24_Facility_tr_7174_1st_21230,0.312502,9.75 s,0.6175,0.026,0.0922,0.0406
196_SMD_id_19_Facility_tr_7174_1st_21230,0.312517,9.82 s,0.6286,0.0355,0.1338,0.0561
182_SMD_id_5_Facility_tr_7174_1st_21230,0.31254,9.72 s,0.6055,0.0287,0.1035,0.0449
190_SMD_id_13_Facility_tr_7119_1st_15849,0.312921,9.67 s,0.661,0.8921,0.0467,0.0887
813_Exathlon_id_4_Facility_tr_10766_1st_12590,0.313894,14.69 s,0.8433,0.2896,0.0085,0.0165
084_WSD_id_56_WebService_tr_4559_1st_9616,0.330124,6.62 s,0.8895,0.0565,0.3631,0.0978
056_WSD_id_28_WebService_tr_4559_1st_9689,0.332391,6.58 s,0.9584,0.0568,0.6089,0.1039
810_Exathlon_id_1_Facility_tr_10766_1st_12590,0.333062,15.94 s,0.5173,0.0353,0.0082,0.0133
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732,0.339003,14.37 s,0.9076,0.5578,0.1175,0.1941
823_Exathlon_id_14_Facility_tr_10766_1st_12590,0.350637,15.94 s,0.9392,0.5277,0.0789,0.1373
389_UCR_id_87_Facility_tr_7482_1st_18485,0.355778,11.04 s,0.2532,0.0014,0.0024,0.0018
350_UCR_id_48_Facility_tr_7482_1st_23405,0.355805,11.03 s,0.3694,0.0009,0.006,0.0015
448_UCR_id_146_Facility_tr_7482_1st_23357,0.35587,11.03 s,0.4011,0.0,0.0,0.0
322_UCR_id_20_Facility_tr_7482_1st_24005,0.355907,10.24 s,0.5078,0.0025,0.0176,0.0044
513_UCR_id_211_Medical_tr_9967_1st_26929,0.355965,14.82 s,0.4236,0.001,0.0111,0.0018
394_UCR_id_92_Medical_tr_9967_1st_28995,0.359085,14.76 s,0.3729,0.0,0.0,0.0
522_UCR_id_220_Medical_tr_10217_1st_27929,0.360468,15.06 s,0.5132,0.0024,0.0319,0.0044
427_UCR_id_125_Medical_tr_10403_1st_10995,0.363506,15.38 s,0.4316,0.0003,0.0077,0.0005
407_UCR_id_105_Medical_tr_7500_1st_16900,0.374321,11.00 s,0.4722,0.0066,0.0251,0.0104
356_UCR_id_54_Medical_tr_7500_1st_16000,0.374565,11.04 s,0.3576,0.0,0.0,0.0
528_UCR_id_226_Medical_tr_7500_1st_17000,0.374617,10.99 s,0.3936,0.0,0.0,0.0
450_UCR_id_148_Medical_tr_7500_1st_16900,0.374621,11.00 s,0.5064,0.0065,0.0236,0.0102
446_UCR_id_144_Medical_tr_7500_1st_17000,0.374909,11.01 s,0.5782,0.0057,0.0451,0.0102
390_UCR_id_88_Medical_tr_7500_1st_17000,0.374974,10.18 s,0.3784,0.0,0.0,0.0
841_Exathlon_id_32_Facility_tr_11663_1st_13482,0.376124,17.39 s,0.9455,0.643,0.1826,0.2844
332_UCR_id_30_Facility_tr_13750_1st_52600,0.376258,20.37 s,0.4972,0.0,0.0,0.0
470_UCR_id_168_Medical_tr_10447_1st_10998,0.376979,15.39 s,0.4509,0.0,0.0013,0.0001
515_UCR_id_213_Medical_tr_10499_1st_15000,0.378002,15.42 s,0.6999,0.0077,0.0996,0.0143
818_Exathlon_id_9_Facility_tr_11665_1st_13484,0.380683,17.30 s,0.9669,0.7,0.1997,0.3108
382_UCR_id_80_Medical_tr_7500_1st_11800,0.381622,11.02 s,0.6067,0.0175,0.0596,0.0271
488_UCR_id_186_Medical_tr_7500_1st_16000,0.381727,11.05 s,0.508,0.0037,0.0363,0.0068
444_UCR_id_142_Medical_tr_10336_1st_17001,0.383804,15.20 s,0.568,0.0008,0.0495,0.0015
829_Exathlon_id_20_Facility_tr_10766_1st_12590,0.384043,15.83 s,0.8718,0.9689,0.0156,0.0307
816_Exathlon_id_7_Facility_tr_10766_1st_12590,0.384043,15.81 s,0.8701,0.9665,0.0162,0.0319
839_Exathlon_id_30_Facility_tr_10766_1st_12590,0.384043,15.91 s,0.8754,0.9678,0.0161,0.0316
832_Exathlon_id_23_Facility_tr_10766_1st_12590,0.384043,15.84 s,0.8708,0.9698,0.0158,0.0312
346_UCR_id_44_Medical_tr_7456_1st_17390,0.38449,10.16 s,0.5962,0.0035,0.0227,0.0061
424_UCR_id_122_Medical_tr_7464_1st_12190,0.384883,10.18 s,0.36,0.0,0.0,0.0
358_UCR_id_56_Facility_tr_10500_1st_29080,0.385077,14.37 s,0.4583,0.0,0.0,0.0
441_UCR_id_139_Facility_tr_7500_1st_13400,0.385622,10.16 s,0.4533,0.0066,0.0096,0.0078
464_UCR_id_162_Medical_tr_7487_1st_16390,0.385992,10.20 s,0.7238,0.0055,0.1452,0.0105
428_UCR_id_126_Medical_tr_7487_1st_27862,0.385994,10.24 s,0.5158,0.0013,0.0165,0.0025
329_UCR_id_27_Medical_tr_7500_1st_17210,0.386649,10.23 s,0.7148,0.0202,0.2996,0.0379
478_UCR_id_176_Medical_tr_7500_1st_17210,0.386695,10.25 s,0.7407,0.0212,0.3098,0.0398
519_UCR_id_217_Medical_tr_7516_1st_17390,0.387496,11.08 s,0.4871,0.0014,0.0093,0.0025
485_UCR_id_183_Medical_tr_7516_1st_17390,0.387527,11.04 s,0.4873,0.0016,0.0105,0.0027
357_UCR_id_55_Facility_tr_12500_1st_46600,0.391866,18.56 s,0.5517,0.005,0.0255,0.0084
420_UCR_id_118_Facility_tr_13750_1st_52600,0.392624,20.45 s,0.7936,0.0581,0.2909,0.0968
360_UCR_id_58_Facility_tr_14030_1st_52600,0.410688,20.96 s,0.7452,0.0265,0.1649,0.0456
837_Exathlon_id_28_Facility_tr_8898_1st_8998,0.415766,17.36 s,0.5704,0.786,0.1898,0.3057
821_Exathlon_id_12_Facility_tr_6985_1st_7085,0.419929,16.07 s,0.797,0.8236,0.0958,0.1716
236_SED_id_3_Medical_tr_3740_1st_3840,0.436384,13.71 s,0.2759,0.0,0.0,0.0
492_UCR_id_190_HumanActivity_tr_12500_1st_46500,0.43935,17.21 s,0.5095,0.013,0.0152,0.014
438_UCR_id_136_Medical_tr_14750_1st_57960,0.442303,22.10 s,0.752,0.0022,0.2578,0.0043
435_UCR_id_133_Medical_tr_14750_1st_47830,0.442673,22.30 s,0.6263,0.0021,0.124,0.0042
490_UCR_id_188_Medical_tr_14750_1st_47530,0.443932,22.48 s,0.4564,0.001,0.0039,0.0016
434_UCR_id_132_Medical_tr_14750_1st_57530,0.443938,22.36 s,0.4263,0.0032,0.0122,0.0051
429_UCR_id_127_Medical_tr_14825_1st_29000,0.448974,22.03 s,0.5754,0.0021,0.0197,0.0038
327_UCR_id_25_Medical_tr_15000_1st_51370,0.454013,22.32 s,0.5383,0.008,0.0296,0.0125
348_UCR_id_46_Facility_tr_9000_1st_12400,0.462887,13.25 s,0.4385,0.0056,0.0093,0.007
367_UCR_id_65_Medical_tr_9567_1st_16000,0.473001,13.02 s,0.3874,0.0,0.0,0.0
508_UCR_id_206_Medical_tr_9567_1st_16000,0.473088,13.02 s,0.3671,0.0,0.0,0.0
408_UCR_id_106_Medical_tr_9594_1st_11111,0.474755,13.02 s,0.4995,0.0,0.0,0.0
