dataset,size_in_MB,eval_time,mse,mae,mase,mape,rmse,nrmse,smape,msis,nd,mwsq,crps
us_births (M),0.0,1.07s,187778317.54781145,10894.144691780824,2.360031311100258,0.0344670580093251,13703.222889080196,0.1771999028514482,0.0349881228302026,0.135050604819134,0.0348139724754199,129685467.20952556,7031.6122577768265
ett1 (W),0.01,0.44s,2295347.086944513,1019.8852268483988,10.936407062836253,0.2372991741386335,1515.0402921851658,0.1646018420508765,0.5743200527240832,0.1251042083006545,0.4088310046230912,333531.08644666994,346.587785728217
ett2 (W),0.01,0.47s,7184520.755826993,2016.58034512257,11.037517993231315,0.0208055383047432,2680.3956341978683,0.0661890735187856,0.5978742369547022,0.0427146209128169,0.2303410941295432,1504585.344987729,857.6200576942593
saugeenday (M),0.02,0.44s,310.1248991193295,11.30716694498616,0.5941802122905727,0.3740688590559266,17.610363401114967,0.1215156622218518,0.3660517208398221,0.08098810381215,0.380088745884111,43.32989848431636,3.828329517395317
us_births (W),0.02,0.46s,3824001.57286972,1542.864668412642,1.443208818696374,0.0218406098474919,1955.5054520173856,0.0896445150417594,0.0218981817115815,0.1239465722636913,0.0217964601801384,540328.7872938132,524.695795080672
ett1 (D),0.05,0.2s,44643.62776106053,143.2500099131646,1.7550736186320723,0.5833601787243752,211.2903872897689,0.0932415907118469,0.4967991716704452,0.09793471000247,0.4179230798150214,6286.868160608514,48.491596623474926
ett2 (D),0.05,0.2s,302820.9167378218,400.0806684696133,3.2123997076150244,180987.2484481956,550.2916651538726,0.0902420902915802,0.5105604357070265,0.0648674835298136,0.3275308555756142,48773.79601648805,143.40330346469227
solar (W),0.06,0.26s,1617681.4903175717,953.4771321763086,14.015414846933124,0.1976860119103686,1271.8810834026788,0.0601444681682705,0.172205332601048,0.0967853393733845,0.1690366744824162,218784.0561013688,319.01852929616496
saugeenday (W),0.07,0.41s,961.2294832133092,15.802640300612492,1.341069382233054,0.5190165907068796,31.00370112120985,0.0795870410960878,0.4863577350501314,0.0842117666647038,0.519465360662586,163.2136738372326,5.6269887856782175
jena_weather (D),0.08,0.12s,1242.7188282122836,16.942695979760348,2.7514631463045136,2920.640786976071,35.25221735171113,0.0275933120660815,0.4877527282377218,0.010905312095736,0.0997302278019512,274.0615738189277,6.814768720915311
us_births (D),0.13,0.87s,142566.31819129756,266.8142863866702,0.4023749015204064,0.0284463216617809,377.5795521360996,0.0611365854152742,0.0280790987847846,0.0604195504973038,0.0277223018269813,21718.355864746645,93.13478625421764
hierarchical_sales (W),0.15,0.23s,1061.386673233705,10.954174291701358,2.2750063647656384,15366.830373931893,32.57892989700099,0.0399741466224043,0.4908248140734439,0.0877667951395832,0.4628767167154219,228.93935216320256,4.11885013356549
bizitobs_l2c (H),0.18,1.76s,68.99033631111723,4.646753568690079,4.569613999699423,31997.84468284527,8.30604215683482,0.0698965604892992,0.8026853090034854,0.0802357536664048,0.3071806785167046,11.363799743474308,1.675694782918337
M_DENSE (D),0.21,0.55s,16599.784539270084,54.04371701851861,0.6935590510855536,8924.398930697036,128.84015111474406,0.0369778720657143,0.110767089771099,0.0248229547934906,0.0997573634239182,3184.1093892790727,20.002104204992765
covid_deaths (D),0.27,0.39s,12584126.981017653,483.8214876800994,488.4241879189475,0.2199131608726934,3547.411306998056,0.0204843097339324,0.3599672964701341,0.0490507850862553,0.2116102690959553,2430564.014220895,182.7180531041124
bizitobs_application (10s),0.33,1.94s,13969570.26182762,1142.6548858572953,11.524584836618477,0.0565383483967496,3737.588829958108,0.0654967232459658,0.0575850323902271,0.0201372697354099,0.0457898311666136,2296650.173920573,390.02681168920367
solar (D),0.35,0.26s,118290.1161399046,246.0885353171913,1.830648222777302,0.8887068885112236,343.93330187683864,0.0965101722680744,0.3900809031158211,0.110540622645212,0.3231188965225242,15438.679487275827,82.7175083470716
hospital (ME),0.35,1.12s,5480.765867761081,24.08170816349225,8.847112535251313,0.2153670043017765,74.03219480578082,0.0061239304114932,0.2041689593519541,0.0628392370606595,0.0867703590268776,991.0658795787232,9.195015091934875
saugeenday (D),0.38,2.72s,1474.6452087628932,17.401517513407235,4.559082240999429,0.5133880176625633,38.40110947307243,0.0602181415569876,0.509133482805482,0.092334531555965,0.5805027321068282,315.0484997345914,6.558794350951523
car_parts_with_missing (ME),0.58,2.94s,1.4596747220909216,0.456561746120505,15.725180078737042,9439.576871512169,1.2081699889050883,0.0302042421715666,1.866916062995144,0.1182537128389387,1.042932966927178,0.3011612929408744,0.189736886463585
electricity (W),0.66,0.5s,50200263220.75904,40069.00105269256,20.4149846981463,150539.19343043375,224054.15242918185,0.0041007319580131,0.2477152746550217,0.183178952386612,0.0992635211437703,287054505765.58936,21512.04454341598
hierarchical_sales (D),0.9,16.84s,42.82833035781188,2.519377717865768,0.8251443732313594,29529.885653317004,6.544335746109905,0.0179296864844192,1.0144830018587296,0.1066185605740581,0.6877233936997084,9.063752329571034,0.9200741489667884
kdd_cup_2018_with_missing (D),1.08,0.4s,2262.954919814566,20.08002120881444,1.846522116318315,0.5874322672529196,47.57052574666971,0.0270072246375595,0.4994134001870501,0.0934704547054841,0.5211954891574706,473.7058021886581,7.0423435573828055
LOOP_SEATTLE (D),1.13,0.49s,16.829976777916933,2.7496045420329174,1.5073477249857146,0.0513801463747067,4.102435469074064,0.0785729591054126,0.0505345722039452,0.1029011816275338,0.0491594811747959,3.938073259995872,1.240642524628218
SZ_TAXI (H),1.14,2.61s,5.950325775010542,1.7140554213349375,0.6253158741588455,0.7331941382492683,2.439328959982753,0.0427869387049307,0.2837741916007313,0.0532235628849697,0.1581091079717225,0.913207136041332,0.6036824901040059
ett1 (H),1.22,13.69s,114.89587976838034,5.688265157540717,2.376994566894334,5396.397781989598,10.718949564597288,0.0380691818368954,0.4000644001870545,0.0660313390118557,0.3184590870405837,17.19622787570255,1.959689740624449
ett2 (H),1.26,13.76s,331.2569781298576,9.418395485836887,9.006583588229692,32358.505705680363,18.200466426162205,0.0331950232344839,0.353063522069663,0.0501045922802605,0.1397915894772425,64.23957775726387,3.407878456767166
jena_weather (H),1.65,20.19s,14545.139323208236,20.6178914467318,4.633495621449029,37889.7929611167,120.60323098162932,0.0098020155527981,0.5520819737518117,0.0190866189935103,0.1081721045071826,3162.1799140705352,7.188210815983752
bizitobs_l2c (5T),1.68,25.67s,50.711411284005536,3.446364433066205,72.09365905043767,28219.65979898709,7.121194512439998,0.0588528423463766,0.7378789587030777,0.0700224568079433,0.2242151992333169,10.1867871263674,1.2851856773232568
restaurant (D),1.77,1.01s,155.34081903288094,7.575268869429067,19.32889830806773,0.7108281849933026,12.463579703796215,0.0142116072539112,0.4478852328992853,0.1093268269535213,0.3692503160312552,30.60179375344225,2.68900244991297
m4_hourly (h),2.43,19.47s,12238211.435488217,365.5747075892132,0.8257876004311271,0.4613833614543008,3498.315513999304,0.0049762808911967,0.1071318144550786,0.1245198930098403,0.050650401088263,2460492.5710454257,141.58442370946298
